node_id,base_stock,safety_stock
N000020,4005922280.868921,45121543.55928554
N000495,835055.4100967663,15019.618363606322
N000312,119991105.74049634,1372280.9305668913
N000565,414674.22349874215,9463.41310716843
N000528,357386.870548449,12270.443881059859
N000392,6129706.52121462,84276.9725262878
N000212,82193785.92180692,923456.4335696801
N000321,76588808.9525779,876436.48153774
N000259,106095722.96483003,767482.294185279
N000579,121531.7862766754,4372.72541181835
N000773,121927.10983688693,2511.8291533374318
N000702,185983.89821944176,4662.318886340806
N000654,24824.867312255697,1093.6530487874336
N000861,1831.459604067526,108.7086877483162
N000128,10652798.425432006,238894.34320160755
N000234,172810802.46156257,1701338.489129019
N000842,116.30909361718878,32.87583328249923
N000848,1253.5894434063553,73.02222661708265
N000383,447715.8217701791,13565.30109302051
N000573,359358.73141656094,5819.8862549502055
N000575,0.0,0.0
N000249,436164740.01626647,11996225.576465182
N000092,2138896839.5414388,14209567.490139192
N000100,19199488685.445435,99504525.15849714
N000075,9062832885.252012,136215575.5907142
N000679,372249.56255276845,6776.474882175211
N000554,50569.06798641745,1516.047022559816
N000372,3962413.8623768436,59891.3327224873
N000056,1770496765.7034569,16090934.736483956
N000544,258066.19898579395,6281.37024139839
N000926,902.4120566747097,34.38211945648453
N000991,65.00280190338609,29.453775923500235
N000206,160304856.35063827,1367591.0033989225
N000674,0.0,0.0
N000217,799037476.059116,5350548.133541751
N000306,324179.8357976096,6283.789706833952
N000647,206060.4801501311,4295.796107137987
N000967,0.0,0.0
N000331,259963667.70905378,1626992.919614514
N000869,66.87068255073048,15.099857183012302
N000914,0.0,0.0
N000968,1726.4850532847292,108.71710833261666
N000294,76265899.62758046,770784.5798325995
N000531,2134958.887542335,21551.515088691765
N000134,3379621.839614801,65093.61824541256
N000603,336.8030433649046,21.288626053118524
N000884,0.0,0.0
N000354,16125884.091236861,139978.75977534978
N000657,7844.949888122386,871.4025586392828
N000303,1319383.6511937275,21573.237369108618
N000198,16754083.327761035,285085.0111748463
N000639,61153.97669431258,4632.861098594885
N000313,79783040.52870369,1633982.98946837
N000737,3690.99754836512,533.3006742583252
N000823,2607.210834077885,184.77403800118162
N000874,286.2246783100958,5.720370572345133
N000211,1868503655.1000452,11134381.165365495
N000808,4930.879259942338,138.42696080567848
N000597,0.0,0.0
N000139,379362742.5843061,4994363.756337924
N000664,23990.041036017366,693.3097808739436
N000341,42981931.36176789,556676.7003535263
N000010,3027587319.59131,31116464.018626593
N000271,9470295.257969452,132169.98095491732
N000760,66219.14372103623,2527.216257883686
N000244,6881193.828024423,117272.7804688554
N000563,2211044.1337122223,35326.611608421
N000304,165129711.2012652,905906.848657847
N000488,0.0,0.0
N000280,4976335.282945807,102278.90012410379
N000498,20647.064845840992,949.7794945447513
N000578,0.0,0.0
N000935,0.0,0.0
N000658,0.0,0.0
N000845,0.0,0.0
N000034,11705822322.596907,85595899.7250611
N000273,445376.3076123282,15775.481219360314
N000335,17215583.970292605,194548.2291884048
N000553,7266240.279859035,188621.03045274105
N000889,0.0,0.0
N000418,467622.8583465495,9401.50875899182
N000023,23360410555.131607,157339065.93338603
N000747,397390.86690528854,7418.2089457189695
N000923,534.9312277624437,43.369589704651986
N000117,18063046738.52084,120997809.97863448
N000151,5299515599.0482235,38558341.603106886
N000690,26174.547663900677,2066.409376409604
N000794,2774.760174712274,208.9339583531024
N000183,1703094122.9717655,16980556.037425965
N000984,0.0,0.0
N000296,230965864.57916847,1986463.7540447838
N000865,424.68854470600274,30.066048664609596
N000640,6711.966367102783,448.0795624806215
N000701,2018.4768171679862,95.05307408175538
N000019,4037953566.099534,48408958.18180015
N000791,0.0,0.0
N000667,0.0,0.0
N000262,4962278.147996718,61747.05371451168
N000311,5881414.783027133,69539.1769548803
N000449,5648385.877849777,99443.19408229267
N000138,72953845.99364074,457108.4904846731
N000606,0.0,0.0
N000786,358.7892327164856,7.847277386337719
N000632,0.0,0.0
N000454,17062.169795794525,906.4743230625452
N000560,5025289.659090074,86572.25698613204
N000832,20275.837127654086,1347.6735852295587
N000973,1027.2076762944416,20.116614103301135
N000071,343048035.62867194,10082031.167125262
N000436,12314045.150125857,134082.1135391666
N000123,23557258.34237881,219134.38126424613
N000223,136991334.13841945,1067264.1602264843
N000755,4660.787277409555,494.49151079231996
N000933,0.0,0.0
N000711,0.0,0.0
